en,fr,it,de,es,ko,kana
"It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state."
"It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state."
"The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers."
"The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.","The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.","The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.","The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.","The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.","The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.","The leer that floats in darkness belongs to a Gengar delighting in casting curses on people."
"It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe."
"It grips prey with its powerful pincers and will not let go until the prey is torn in half.","It grips prey with its powerful pincers and will not let go until the prey is torn in half.","It grips prey with its powerful pincers and will not let go until the prey is torn in half.","It grips prey with its powerful pincers and will not let go until the prey is torn in half.","It grips prey with its powerful pincers and will not let go until the prey is torn in half.","It grips prey with its powerful pincers and will not let go until the prey is torn in half.","It grips prey with its powerful pincers and will not let go until the prey is torn in half."
"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
"A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades."
"A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon."
"A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon."
"The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.","The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.","The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.","The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.","The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.","The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.","The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously."
"No matter how heavy its opponents, it flings them far away with its prized horn.","No matter how heavy its opponents, it flings them far away with its prized horn.","No matter how heavy its opponents, it flings them far away with its prized horn.","No matter how heavy its opponents, it flings them far away with its prized horn.","No matter how heavy its opponents, it flings them far away with its prized horn.","No matter how heavy its opponents, it flings them far away with its prized horn.","No matter how heavy its opponents, it flings them far away with its prized horn."
"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
"The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.","The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.","The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.","The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.","The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.","The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.","The quakes caused when it walks make even great mountains crumble and change the surrounding terrain."
"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
"To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole."
"Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams."
"It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly.","It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly.","It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly.","It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly.","It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly.","It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly.","It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly."
"It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation."
"It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts."
"Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather."
"Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather."
"Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather.","Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather."
"A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.","A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.","A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.","A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.","A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.","A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.","A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it."
