en,fr,it,de,es,ko,kana
"It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state."
"It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state."
"The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers.","The spoons clutched in its hands are said to have been created by its psychic powers."
"The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.","The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.","The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.","The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.","The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.","The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.","The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people."
"It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe."
"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.","Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.","Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.","Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.","Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.","Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.","Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm."
"A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.","A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades."
"A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon."
"A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.","A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon."
"The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously."
"It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn."
"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
"To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole."
"Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams."
"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
"It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation."
"It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts."
"Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water."
"Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water."
"Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water."
"A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.","A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.","A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.","A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.","A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.","A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.","A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it."
