en,fr,it,de,es,ko,kana
"The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","Le bout de sa queue brille avec intensité. Jadis, on s’en servait pour envoyer des signaux.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","Quand il est seul, il ne se passe rien... Mais en groupe, il semble habité par un mystérieux pouvoir.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge.","When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
"It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","Les yeux sur ses pinces servent à intimider l’ennemi avant de passer à l’attaque.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.","It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously."
"It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","Il défend vaillamment sa réserve de miel personnelle à grand renfort de coups de corne.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn.","It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn."
"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","En colère, il crache des flammes contenant une toxine qui peut causer des dégâts irréversibles.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.","The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","Lorsqu’il est en colère, il abat des montagnes et enterre des fleuves. On doit alors modifier les cartes.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.","If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Des flammes fusent de ses poignets et ses coups brûlent l’ennemi.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes.","Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
"To protect its Trainer, it will expend all its psychic power to create a small black hole.","Prêt à tout pour protéger son Dresseur, il peut créer un mini trou noir par sa seule force mentale.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole.","To protect its Trainer, it will expend all its psychic power to create a small black hole."
"Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Ses cornes forment une grande mâchoire attachée à sa tête. Elle peut broyer des barres de fer.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.","Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams."
"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","Il creuse des galeries à travers la pierre avec ses cornes d’acier pour trouver le fer qu’il apprécie.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns.","While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
"It gains the ability to see the aura of its opponents by honing its mind through starvation.","Le jeûne lui permet de concentrer son esprit au point de déceler l’aura de ses adversaires.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation.","It gains the ability to see the aura of its opponents by honing its mind through starvation."
"It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","Il libère l’électricité par sa crinière. Il crée un nuage d’orage pour appeler la foudre.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.","It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts."
"Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Son aspect change avec la météo. On a récemment découvert que ses molécules étaient pareilles à l’eau.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water."
"Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Son aspect change avec la météo. On a récemment découvert que ses molécules étaient pareilles à l’eau.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water.","Its appearance changes with the weather. Recently, its molecules were found to be just like water."
